140,150,942,942,1.12619869944182e-11
150,160,942,942,6.16627497350296e-09
160,170,942,942,2.88553533194335e-08
170,180,942,942,7.62255575766089e-08
180,190,942,942,1.53336662236567e-07
190,200,942,942,2.62549357784745e-07
200,210,942,942,4.04133900710495e-07
210,220,942,942,5.76833157891758e-07
220,230,942,942,7.78322519540258e-07
230,240,942,942,1.00556771431766e-06
240,250,942,942,1.25509573670046e-06
250,260,942,942,1.52319542633683e-06
260,270,942,942,1.80606223275789e-06
270,280,942,942,2.09989915334497e-06
280,290,942,942,2.40098350759493e-06
290,300,942,942,2.70570726243009e-06
300,310,942,942,3.01059703961791e-06
310,320,942,942,3.31231866719463e-06
320,330,942,942,3.60767013069897e-06
330,340,942,942,3.89356599345568e-06
340,350,942,942,4.16701575379316e-06
350,360,942,942,4.42509816532465e-06
360,370,942,942,4.66493324659982e-06
370,380,942,942,4.88365353828643e-06
380,390,942,942,5.0783761265518e-06
390,400,942,942,5.24617704491671e-06
400,410,942,942,5.38406990605441e-06
410,420,942,942,5.48899102144956e-06
420,430,942,942,5.55779387283216e-06
430,440,942,942,5.58725664988687e-06
440,450,942,942,5.57410772409775e-06
450,460,942,942,5.5150754666878e-06
460,470,942,942,5.40697083717332e-06
470,480,942,942,5.24681378497191e-06
480,490,942,942,5.03201784818828e-06
490,500,942,942,4.76065151608043e-06
500,510,942,942,4.43179998099974e-06
510,520,942,942,4.04605664292894e-06
520,530,942,942,3.60617935011673e-06
530,540,942,942,3.11794965098694e-06
540,550,942,942,2.59126880581659e-06
550,560,942,942,2.04149894014581e-06
560,570,942,942,1.49098107744913e-06
570,580,942,942,9.70462444744527e-07
580,590,942,942,5.19672587386207e-07
590,600,942,942,1.85075222537245e-07
600,610,942,942,9.69329216113478e-09
140,150,943,942,1.00274854465303e-17
150,160,943,942,4.92229310108663e-16
160,170,943,942,2.15655543969885e-15
170,180,943,942,5.675233716832e-15
180,190,943,942,1.15988670213327e-14
190,200,943,942,2.03392959786821e-14
200,210,943,942,3.21745938852239e-14
210,220,943,942,4.7261331884633e-14
220,230,943,942,6.56489276165644e-14
230,240,943,942,8.72941021983578e-14
240,250,943,942,1.12074594549311e-13
250,260,943,942,1.39801721331619e-13
260,270,943,942,1.70231575040713e-13
270,280,943,942,2.03074767451929e-13
280,290,943,942,2.38004699194588e-13
290,300,943,942,2.746643863662e-13
300,310,943,942,3.1267190967599e-13
310,320,943,942,3.51624575224784e-13
320,330,943,942,3.91101892097922e-13
330,340,943,942,4.30667483345218e-13
340,350,943,942,4.69870056240498e-13
350,360,943,942,5.08243567409794e-13
360,370,943,942,5.45306730942151e-13
370,380,943,942,5.80562035536901e-13
380,390,943,942,6.13494462983407e-13
390,400,943,942,6.43570138195842e-13
400,410,943,942,6.70235194744923e-13
410,420,943,942,6.92915214454549e-13
420,430,943,942,7.11015701619395e-13
430,440,943,942,7.23924189947696e-13
440,450,943,942,7.31014763842993e-13
450,460,943,942,7.31656018198762e-13
460,470,943,942,7.25223798666803e-13
470,480,943,942,7.11120476666794e-13
480,490,943,942,6.88803041629862e-13
490,500,943,942,6.57822957037345e-13
500,510,943,942,6.17881535572757e-13
510,520,943,942,5.68905516593145e-13
520,530,943,942,5.11148461910924e-13
530,540,943,942,4.45324196606857e-13
540,550,943,942,3.72777988120106e-13
550,560,943,942,2.95697514147659e-13
560,570,943,942,2.17354301211524e-13
570,580,943,942,1.42336348493177e-13
580,590,943,942,7.66580122210084e-14
590,600,943,942,2.74487414565812e-14
600,610,943,942,1.44495221309997e-15
140,150,901,942,4.79927597215212e-11
150,160,901,942,8.54361645481553e-10
160,170,901,942,2.25251721899727e-09
170,180,901,942,4.06325646689402e-09
180,190,901,942,6.1444966648894e-09
190,200,901,942,8.38643108042131e-09
200,210,901,942,1.07048738934003e-08
210,220,901,942,1.30358559711922e-08
220,230,901,942,1.53313283694888e-08
230,240,901,942,1.75557295595486e-08
240,250,901,942,1.9683232584069e-08
250,260,901,942,2.16955339567996e-08
260,270,901,942,2.35800772157778e-08
270,280,901,942,2.53286263637722e-08
280,290,901,942,2.69361212621981e-08
290,300,901,942,2.83997601727793e-08
300,310,901,942,2.97182651063424e-08
310,320,901,942,3.08912941028002e-08
320,330,901,942,3.19189714881647e-08
330,340,901,942,3.28015128724687e-08
340,350,901,942,3.35389264328e-08
350,360,901,942,3.41307760869631e-08
360,370,901,942,3.45759956932348e-08
370,380,901,942,3.48727465784737e-08
380,390,901,942,3.50183136585982e-08
390,400,901,942,3.50090383287099e-08
400,410,901,942,3.48402893282003e-08
410,420,901,942,3.45064761079901e-08
420,430,901,942,3.40011130468254e-08
430,440,901,942,3.33169474215192e-08
440,450,901,942,3.24461696197839e-08
450,460,901,942,3.1380731039605e-08
460,470,901,942,3.01128038563088e-08
470,480,901,942,2.8635427825514e-08
480,490,901,942,2.69434030115585e-08
490,500,901,942,2.50345041663964e-08
500,510,901,942,2.2911112404099e-08
510,520,901,942,2.05823816705976e-08
520,530,901,942,1.80670774072289e-08
530,540,901,942,1.53972324828319e-08
540,550,901,942,1.26227360996913e-08
550,560,901,942,9.81684701984762e-09
560,570,901,942,7.0822691418939e-09
570,580,901,942,4.55653334162306e-09
580,590,901,942,2.41325320534884e-09
590,600,901,942,8.50521088493466e-10
600,610,901,942,4.41066425801611e-11
130,140,902,942,3.13051779910249e-19
140,150,902,942,4.36613435689358e-15
150,160,902,942,1.74517861064891e-14
160,170,902,942,4.04218330795408e-14
170,180,902,942,7.30895223380351e-14
180,190,902,942,1.14649727274355e-13
190,200,902,942,1.64007570822297e-13
200,210,902,942,2.19947741814738e-13
210,220,902,942,2.8123112403072e-13
220,230,902,942,3.46652421675132e-13
230,240,902,942,4.1507398101634e-13
240,250,902,942,4.85443959482637e-13
250,260,902,942,5.5680388805697e-13
260,270,902,942,6.28289037370636e-13
270,280,902,942,6.99123990142139e-13
280,290,902,942,7.68615135790466e-13
290,300,902,942,8.36141310967912e-13
300,310,902,942,9.01143450630505e-13
310,320,902,942,9.63113851997645e-13
320,330,902,942,1.0215854644031e-12
330,340,902,942,1.07612148465092e-12
340,350,902,942,1.12630544781218e-12
350,360,902,942,1.17173194869064e-12
360,370,902,942,1.21199810349221e-12
370,380,902,942,1.24669586092828e-12
380,390,902,942,1.27540529548181e-12
390,400,902,942,1.29768906318992e-12
400,410,902,942,1.31308827425718e-12
410,420,902,942,1.32112014131605e-12
420,430,902,942,1.32127790361421e-12
430,440,902,942,1.31303371480096e-12
440,450,902,942,1.2958454272354e-12
450,460,902,942,1.26916852418158e-12
460,470,902,942,1.23247486191502e-12
470,480,902,942,1.18528040907724e-12
480,490,902,942,1.12718483464005e-12
490,500,902,942,1.05792661881397e-12
500,510,902,942,9.77458345738846e-13
510,520,902,942,8.86047935049848e-13
520,530,902,942,7.84412608429783e-13
530,540,902,942,6.73892899725834e-13
540,550,902,942,5.56672859712899e-13
550,560,902,942,4.3604709014523e-13
560,570,902,942,3.16719117235884e-13
570,580,902,942,2.05074280762826e-13
580,590,902,942,1.09268960835657e-13
590,600,902,942,3.87299100201477e-14
600,610,902,942,2.01925135236705e-15
130,140,903,942,3.61104484007015e-11
140,150,903,942,1.97142639545867e-08
150,160,903,942,8.55211084175083e-08
160,170,903,942,2.13387078614797e-07
170,180,903,942,4.11617106564213e-07
180,190,903,942,6.82929111847871e-07
190,200,903,942,1.0260217892016e-06
200,210,903,942,1.43677785126545e-06
210,220,903,942,1.90918129811294e-06
220,230,903,942,2.43600968573517e-06
230,240,903,942,3.00934935600289e-06
240,250,903,942,3.62097161758023e-06
250,260,903,942,4.26260005844945e-06
260,270,903,942,4.92609298159812e-06
270,280,903,942,5.60356001831899e-06
280,290,903,942,6.28742802475715e-06
290,300,903,942,6.9704682096049e-06
300,310,903,942,7.64579392290769e-06
310,320,903,942,8.30683654027313e-06
320,330,903,942,8.94730531194134e-06
330,340,903,942,9.56113584179669e-06
340,350,903,942,1.01424309647308e-05
350,360,903,942,1.06853971644341e-05
360,370,903,942,1.11842792943584e-05
370,380,903,942,1.16332962223624e-05
380,390,903,942,1.20265801181685e-05
390,400,903,942,1.23581224605063e-05
400,410,903,942,1.26217304922842e-05
410,420,903,942,1.28109988508306e-05
420,430,903,942,1.2919302522276e-05
430,440,903,942,1.29398192178265e-05
440,450,903,942,1.28655918811225e-05
450,460,903,942,1.26896454848029e-05
460,470,903,942,1.24051767784775e-05
470,480,903,942,1.20058414686819e-05
480,490,903,942,1.14861707271908e-05
490,500,903,942,1.08421581881438e-05
500,510,903,942,1.0072069778838e-05
510,520,903,942,9.17754137680056e-06
520,530,903,942,8.16504160330248e-06
530,540,903,942,7.04778408723965e-06
540,550,903,942,5.84816297476598e-06
550,560,903,942,4.60072821547969e-06
560,570,903,942,3.35554526514716e-06
570,580,903,942,2.18133796218354e-06
580,590,903,942,1.16671257566333e-06
590,600,903,942,4.15055297468136e-07
600,610,903,942,2.17161974608897e-08
140,150,942,943,3.09399948048275e-18
150,160,942,943,1.67214107429677e-15
160,170,942,943,7.71789038413209e-15
170,180,942,943,2.00935279539316e-14
180,190,942,943,3.98042221049602e-14
190,200,942,943,6.70575843664549e-14
200,210,942,943,1.0146667532385e-13
210,220,942,943,1.42231925157997e-13
220,230,942,943,1.88287619282902e-13
230,240,942,943,2.38414829672974e-13
240,250,942,943,2.91326332293895e-13
250,260,942,943,3.45729152274367e-13
260,270,942,943,4.00369602145206e-13
270,280,942,943,4.54064797260464e-13
280,290,942,943,5.05723847704331e-13
290,300,942,943,5.54361272641527e-13
300,310,942,943,5.99104651447395e-13
310,320,942,943,6.39198096990434e-13
320,330,942,943,6.74002791477292e-13
330,340,942,943,7.02995548270408e-13
340,350,942,943,7.25766140756985e-13
350,360,942,943,7.42013960758484e-13
360,370,942,943,7.51544425129322e-13
370,380,942,943,7.54265432652179e-13
380,390,942,943,7.50184077860208e-13
390,400,942,943,7.39403748704453e-13
400,410,942,943,7.22121666437247e-13
410,420,942,943,6.98626864585813e-13
420,430,942,943,6.69298545625685e-13
430,440,942,943,6.34604695220817e-13
440,450,942,943,5.95100770888983e-13
450,460,942,943,5.51428210614646e-13
460,470,942,943,5.04312422710475e-13
470,480,942,943,4.54559815819514e-13
480,490,942,943,4.03053301001839e-13
490,500,942,943,3.50745538597534e-13
500,510,942,943,2.98649001369611e-13
510,520,942,943,2.47821670236991e-13
520,530,942,943,1.99346854482563e-13
530,540,942,943,1.5430521536218e-13
540,550,942,943,1.13736545986418e-13
550,560,942,943,7.85881898441579e-14
560,570,942,943,4.96461252176803e-14
570,580,942,943,2.74436513070764e-14
580,590,942,943,1.21412171907143e-14
