"time_from","time_to","tile_from","tile_to","eventLoc"
800,810,1407,1407,2.15496825682112e-07
810,820,1407,1407,1.46730280577107e-06
820,830,1407,1407,5.46034057177427e-06
830,840,1407,1407,1.49249428096914e-05
840,850,1407,1407,3.37820755555351e-05
850,860,1407,1407,6.75469562842702e-05
860,870,1407,1407,0.000124226155882269
870,880,1407,1407,0.000216243748196075
880,890,1407,1407,0.000365939748225802
800,810,1408,1407,8.72766991681933e-17
810,820,1408,1407,5.9974574953259e-16
820,830,1408,1407,2.22751300122109e-15
830,840,1408,1407,6.04516777487414e-15
840,850,1408,1407,1.35512707329914e-14
850,860,1408,1407,2.68035630723976e-14
860,870,1408,1407,4.87430299680742e-14
870,880,1408,1407,8.38996598713452e-14
880,890,1408,1407,1.40428145977778e-13
790,800,1366,1407,1.08149605371225e-07
800,810,1366,1407,6.70348120357627e-07
810,820,1366,1407,2.27402444319256e-06
820,830,1366,1407,5.70368117792956e-06
830,840,1366,1407,1.19339932592939e-05
840,850,1366,1407,2.2204134286984e-05
850,860,1366,1407,3.82007323147517e-05
860,870,1366,1407,6.23991658811234e-05
870,880,1366,1407,9.87372183146452e-05
880,890,1366,1407,0.000154575193241682
790,800,1367,1407,3.73795538129364e-16
800,810,1367,1407,2.43140736330688e-15
810,820,1367,1407,8.50439747609353e-15
820,830,1367,1407,2.17819643390784e-14
830,840,1367,1407,4.62469991350463e-14
840,850,1367,1407,8.69200839582211e-14
850,860,1367,1407,1.50541451589862e-13
860,870,1367,1407,2.46889526898487e-13
870,880,1367,1407,3.91412481139662e-13
880,890,1367,1407,6.12928339343628e-13
790,800,1368,1407,2.41910184020383e-07
800,810,1368,1407,1.47701478665743e-06
810,820,1368,1407,4.96296043796262e-06
820,830,1368,1407,1.23472463206023e-05
830,840,1368,1407,2.56237932360479e-05
840,850,1368,1407,4.7260417344372e-05
850,860,1368,1407,8.05508456597701e-05
860,870,1368,1407,0.000130280781210121
870,880,1368,1407,0.00020404322377063
880,890,1368,1407,0.000316105097013226
800,810,1407,1408,1.65653761146907e-16
810,820,1407,1408,1.1135775429739e-15
820,830,1407,1408,4.10257598207974e-15
830,840,1407,1408,1.11632186992405e-14
840,850,1407,1408,2.54195140407119e-14
850,860,1407,1408,5.21367278385382e-14
860,870,1407,1408,1.0187865713026e-13
870,880,1407,1408,2.00085911378453e-13
880,890,1407,1408,4.16777538429248e-13
800,810,1408,1408,2.8235759844112e-08
810,820,1408,1408,1.91561680328956e-07
820,830,1408,1408,7.0436520232941e-07
830,840,1408,1408,1.90294334730147e-06
840,850,1408,1408,4.29142650934183e-06
850,860,1408,1408,8.70705443404147e-06
860,870,1408,1408,1.68237741990552e-05
870,880,1408,1408,3.26718624904711e-05
880,890,1408,1408,6.73115552935524e-05
800,810,1409,1408,4.03497493103388e-18
810,820,1409,1408,2.41461537470997e-17
820,830,1409,1408,8.00862600640868e-17
830,840,1409,1408,1.98548040128242e-16
840,850,1409,1408,4.16524130078068e-16
850,860,1409,1408,7.94875043328412e-16
860,870,1409,1408,1.45770653052094e-15
