"time_from","time_to","tile_from","tile_to","eventLoc"
220,230,987,987,1.3386736319297e-16
230,240,987,987,2.59587358905002e-13
240,250,987,987,6.33412861314074e-13
250,260,987,987,1.03077574489795e-12
260,270,987,987,1.42311965456772e-12
270,280,987,987,1.80187738557275e-12
280,290,987,987,2.16487285633127e-12
290,300,987,987,2.51195675684762e-12
300,310,987,987,2.84360519912422e-12
310,320,987,987,3.16047072581736e-12
320,330,987,987,3.46323951748977e-12
330,340,987,987,3.7525869357473e-12
340,350,987,987,4.02916453288061e-12
350,360,987,987,4.29359703869131e-12
360,370,987,987,4.54648243860217e-12
370,380,987,987,4.78839295151572e-12
380,390,987,987,5.01987622085611e-12
390,400,987,987,5.24145651176434e-12
400,410,987,987,5.45363585811314e-12
410,420,987,987,5.65689514885987e-12
420,430,987,987,5.85169515611272e-12
430,440,987,987,6.03847751006554e-12
440,450,987,987,6.21766562588033e-12
450,460,987,987,6.38966558687561e-12
460,470,987,987,6.55486698764409e-12
470,480,987,987,6.71364374012126e-12
480,490,987,987,6.86635484516407e-12
490,500,987,987,7.0133451318501e-12
500,510,987,987,7.15494596644425e-12
510,520,987,987,7.29147593277855e-12
520,530,987,987,7.42324148563472e-12
530,540,987,987,7.55053757859481e-12
540,550,987,987,7.67364826772513e-12
550,560,987,987,7.79284729237492e-12
560,570,987,987,7.90839863430032e-12
570,580,987,987,8.02055705626235e-12
580,590,987,987,8.12956862119225e-12
590,600,987,987,8.23567119296702e-12
600,610,987,987,8.33909491979081e-12
610,620,987,987,8.44006270113196e-12
620,630,987,987,8.53879063912008e-12
630,640,987,987,8.63548847526050e-12
640,650,987,987,8.7303600132722e-12
650,660,987,987,8.82360352879743e-12
660,670,987,987,8.91541216666195e-12
670,680,987,987,9.00597432627784e-12
680,690,987,987,9.09547403566779e-12
690,700,987,987,9.18409131443761e-12
700,710,987,987,9.27200252581374e-12
710,720,987,987,9.35938071756844e-12
720,730,987,987,9.44639595123765e-12
730,740,987,987,9.53321561844105e-12
740,750,987,987,9.620004742262e-12
750,760,987,987,9.70692626043056e-12
760,770,987,987,9.79414128533232e-12
770,780,987,987,9.88180933340424e-12
780,790,987,987,9.97008851256107e-12
790,800,987,987,1.00591356471476e-11
800,810,987,987,1.01491062836762e-11
810,820,987,987,1.02401543405085e-11
820,830,987,987,1.03324303535041e-11
830,840,987,987,1.04260760278254e-11
840,850,987,987,1.05212614773845e-11
850,860,987,987,1.06195265849705e-11
860,870,987,987,1.07520257281635e-11
870,880,987,987,1.27084896081067e-11
880,890,987,987,1.03914161760562e-09
220,230,988,987,6.15173075467049e-19
230,240,988,987,2.26851075019062e-18
240,250,988,987,3.41084632245607e-18
250,260,988,987,4.14468792087017e-18
260,270,988,987,4.59854873470224e-18
270,280,988,987,4.86298806100606e-18
280,290,988,987,4.99987153978569e-18
