"time_from","time_to","tile_from","tile_to","eventLoc"
0,10,1361,1361,4.29773557233795e-13
10,20,1361,1361,9.83933598660297e-15
20,30,1361,1361,2.25285064657028e-16
30,40,1361,1361,5.17916387706543e-18
40,50,1361,1361,1.40014217496812e-19
50,60,1361,1361,2.46464660338641e-20
60,70,1361,1361,2.20049693095845e-20
70,80,1361,1361,2.19442735123391e-20
80,90,1361,1361,2.19426717369506e-20
90,100,1361,1361,2.19424303864617e-20
100,110,1361,1361,2.19422274893534e-20
110,120,1361,1361,2.19420326372217e-20
120,130,1361,1361,2.19418449997882e-20
130,140,1361,1361,2.19416644292006e-20
140,150,1361,1361,2.19414907981747e-20
150,160,1361,1361,2.19413239847333e-20
160,170,1361,1361,2.19411638717656e-20
170,180,1361,1361,2.19410103469292e-20
180,190,1361,1361,2.19408633025642e-20
190,200,1361,1361,2.19407226356115e-20
200,210,1361,1361,2.19405882475333e-20
210,220,1361,1361,2.19404600442386e-20
220,230,1361,1361,2.19403379360107e-20
230,240,1361,1361,2.19402218374393e-20
240,250,1361,1361,2.19401116673549e-20
250,260,1361,1361,2.19400073487667e-20
260,270,1361,1361,2.19399088088043e-20
270,280,1361,1361,2.19398159786616e-20
280,290,1361,1361,2.19397287935445e-20
290,300,1361,1361,2.19396471926213e-20
300,310,1361,1361,2.19395711189764e-20
310,320,1361,1361,2.19395005195668e-20
320,330,1361,1361,2.19394353451813e-20
330,340,1361,1361,2.19393755504035e-20
340,350,1361,1361,2.19393210935766e-20
350,360,1361,1361,2.19392719367718e-20
360,370,1361,1361,2.19392280457594e-20
370,380,1361,1361,2.19391893899827e-20
380,390,1361,1361,2.19391559425344e-20
390,400,1361,1361,2.19391276801363e-20
400,410,1361,1361,2.19391045831215e-20
410,420,1361,1361,2.19390866354193e-20
420,430,1361,1361,2.19390738245429e-20
430,440,1361,1361,2.19390661415801e-20
440,450,1361,1361,2.19390635811862e-20
450,460,1361,1361,2.193906614158e-20
460,470,1361,1361,2.19390738245429e-20
470,480,1361,1361,2.19390866354193e-20
480,490,1361,1361,2.19391045831215e-20
490,500,1361,1361,2.19391276801363e-20
500,510,1361,1361,2.19391559425344e-20
510,520,1361,1361,2.19391893899827e-20
520,530,1361,1361,2.19392280457594e-20
530,540,1361,1361,2.19392719367718e-20
540,550,1361,1361,2.19393210935766e-20
550,560,1361,1361,2.19393755504035e-20
560,570,1361,1361,2.19394353451813e-20
570,580,1361,1361,2.19395005195668e-20
580,590,1361,1361,2.19395711189764e-20
590,600,1361,1361,2.19396471926213e-20
600,610,1361,1361,2.19397287935445e-20
610,620,1361,1361,2.19398159786616e-20
620,630,1361,1361,2.19399088088043e-20
630,640,1361,1361,2.19400073487667e-20
640,650,1361,1361,2.19401116673549e-20
650,660,1361,1361,2.19402218374393e-20
660,670,1361,1361,2.19403379360107e-20
670,680,1361,1361,2.19404600442386e-20
680,690,1361,1361,2.19405882475333e-20
690,700,1361,1361,2.19407226356115e-20
700,710,1361,1361,2.19408633025642e-20
710,720,1361,1361,2.19410103469292e-20
720,730,1361,1361,2.19411638717656e-20
730,740,1361,1361,2.19413239847333e-20
740,750,1361,1361,2.19414907981747e-20
