"time_from","time_to","tile_from","tile_to","eventLoc"
840,850,1560,1560,0.000140396659822523
850,860,1560,1560,0.00106955522357836
860,870,1560,1560,0.00247017861284617
870,880,1560,1560,0.00413343979321793
880,890,1560,1560,0.00588166710945065
840,850,1561,1560,6.17634789975662e-07
850,860,1561,1560,4.06590908107259e-06
860,870,1561,1560,8.86001678425575e-06
870,880,1561,1560,1.41685713487419e-05
880,890,1561,1560,1.93744525921318e-05
830,840,1520,1560,9.93273655808539e-07
840,850,1520,1560,7.08007489290236e-06
850,860,1520,1560,1.37752140704354e-05
860,870,1520,1560,2.03108658852706e-05
870,880,1520,1560,2.6103644900683e-05
880,890,1520,1560,3.10181317287258e-05
830,840,1521,1560,0.000168903882107397
840,850,1521,1560,0.0011463947870736
850,860,1521,1560,0.00190227576991375
860,870,1521,1560,0.00250337768839841
870,880,1521,1560,0.00294490526988948
880,890,1521,1560,0.00326855718169873
840,850,1560,1561,2.63279329086134e-07
850,860,1560,1561,2.00568718686216e-06
860,870,1560,1561,4.63221111339237e-06
870,880,1560,1561,7.75124747947719e-06
880,890,1560,1561,1.10296168900432e-05
840,850,1561,1561,0.000260711779496093
850,860,1561,1561,0.001716273773758
860,870,1561,1561,0.00373992977675301
870,880,1561,1561,0.0059807405755
880,890,1561,1561,0.00817821161313861
840,850,1562,1561,6.27376234657389e-07
850,860,1562,1561,4.21673713627315e-06
860,870,1562,1561,8.75002089018554e-06
870,880,1562,1561,1.33808427946529e-05
880,890,1562,1561,1.75779997993952e-05
830,840,1520,1561,0.000109383357464314
840,850,1520,1561,0.000779856535383918
850,860,1520,1561,0.00151731314733844
860,870,1520,1561,0.00223720253521801
870,880,1520,1561,0.00287526592318202
880,890,1520,1561,0.00341658712795479
830,840,1521,1561,1.53309206418921e-06
840,850,1521,1561,1.04077616600574e-05
850,860,1521,1561,1.72701699695477e-05
860,870,1521,1561,2.27273873012503e-05
870,880,1521,1561,2.6735878866561e-05
880,890,1521,1561,2.96742138946985e-05
830,840,1522,1561,0.000287563583806492
840,850,1522,1561,0.00157230878816702
850,860,1522,1561,0.00246125768567275
860,870,1522,1561,0.00313128573749607
870,880,1522,1561,0.00360057735270548
880,890,1522,1561,0.00393582701038053
840,850,1561,1562,6.17634789975661e-07
850,860,1561,1562,4.06590908107258e-06
860,870,1561,1562,8.86001678425575e-06
870,880,1561,1562,1.41685713487419e-05
880,890,1561,1562,1.93744525921318e-05
840,850,1562,1562,0.000264823771597341
850,860,1562,1562,0.00177994028236064
860,870,1562,1562,0.00369349906114932
870,880,1562,1562,0.00564822997792741
880,890,1562,1562,0.00741990522888594
840,850,1563,1562,9.22799432052189e-07
850,860,1563,1562,5.0103340661716e-06
860,870,1563,1562,9.95540460013369e-06
870,880,1563,1562,1.4903295500177e-05
