0,10,1587,1587,0.000366866641674871
10,20,1587,1587,0.000259478457490688
20,30,1587,1587,0.000179631256636702
30,40,1587,1587,0.000119745504253173
40,50,1587,1587,7.57155530014603e-05
50,60,1587,1587,4.46083682796548e-05
60,70,1587,1587,2.38959211694076e-05
70,80,1587,1587,1.12157241948043e-05
80,90,1587,1587,4.33677867620428e-06
90,100,1587,1587,1.22811831326411e-06
100,110,1587,1587,1.89570139820764e-07
0,10,1588,1587,2.05983335306726e-13
10,20,1588,1587,1.64513927007946e-13
20,30,1588,1587,1.23181061916587e-13
30,40,1588,1587,8.691911800989e-14
40,50,1588,1587,5.74802463730681e-14
50,60,1588,1587,3.51570307654041e-14
60,70,1588,1587,1.94532667483845e-14
70,80,1588,1587,9.39582458301477e-15
80,90,1588,1587,3.72734676364437e-15
90,100,1588,1587,1.0801499292594e-15
100,110,1588,1587,1.70235193183099e-16
0,10,1547,1587,2.05983335306727e-13
10,20,1547,1587,1.26863004310928e-13
20,30,1547,1587,8.01891714272149e-14
30,40,1547,1587,5.05828876148757e-14
40,50,1547,1587,3.10292984880612e-14
50,60,1547,1587,1.80325792438268e-14
60,70,1547,1587,9.63072900281684e-15
70,80,1547,1587,4.53673560570567e-15
80,90,1547,1587,1.76759939399288e-15
90,100,1547,1587,5.05487014595664e-16
100,110,1547,1587,7.88765842484915e-17
0,10,1548,1587,5.44400931943099e-05
10,20,1548,1587,4.34799907707972e-05
20,30,1548,1587,3.19856345163055e-05
30,40,1548,1587,2.21210974431014e-05
40,50,1548,1587,1.43689803389094e-05
50,60,1548,1587,8.66076233168809e-06
60,70,1548,1587,4.73766852694085e-06
70,80,1548,1587,2.26844712116651e-06
80,90,1548,1587,8.94072784065221e-07
90,100,1548,1587,2.5785306868276e-07
100,110,1548,1587,4.04947872656876e-08
0,10,1587,1588,8.72751751651371e-13
10,20,1587,1588,6.24248356165564e-13
20,30,1587,1588,4.38833882769544e-13
30,40,1587,1588,2.98715128180779e-13
