"time_from","time_to","tile_from","tile_to","eventLoc"
420,430,1577,1577,6.68911468117549e-08
430,440,1577,1577,3.31716185796341e-05
440,450,1577,1577,6.49628342651487e-05
450,460,1577,1577,4.18152652287463e-05
420,430,1578,1577,1.92823153042957e-12
430,440,1578,1577,6.96547455635038e-12
440,450,1578,1577,1.04869870155021e-11
450,460,1578,1577,5.88298622494712e-12
420,430,1537,1577,7.88740583983348e-13
430,440,1537,1577,3.08030830073845e-12
440,450,1537,1577,4.10765962883008e-12
450,460,1537,1577,2.19480605945269e-12
410,420,1538,1577,1.14107876612468e-07
420,430,1538,1577,6.19204560218628e-05
430,440,1538,1577,0.000134317449720726
440,450,1538,1577,0.000149009501301448
450,460,1538,1577,6.77428629266853e-05
420,430,1577,1578,7.92626923235235e-15
430,440,1577,1578,3.80693397212914e-12
440,450,1577,1578,7.84723094599001e-12
450,460,1577,1578,9.9472529874363e-14
420,430,1578,1578,0.000118788427804696
430,440,1578,1578,0.000415598687680969
440,450,1578,1578,0.000658592796139718
450,460,1578,1578,7.27580272441327e-06
410,420,1579,1578,2.08144627452319e-14
420,430,1579,1578,2.7925460432104e-11
430,440,1579,1578,6.84351712766205e-11
440,450,1579,1578,8.24430803281160e-11
450,460,1579,1578,7.71173001490856e-13
420,430,1537,1578,1.84748094400227e-05
430,440,1537,1578,6.98792876621223e-05
440,450,1537,1578,9.80824986629e-05
450,460,1537,1578,1.03207215203763e-06
410,420,1538,1578,3.63155425898029e-14
420,430,1538,1578,1.92976088224215e-11
430,440,1538,1578,4.05424783067531e-11
440,450,1538,1578,4.73406923672081e-11
450,460,1538,1578,4.23839109703654e-13
410,420,1539,1578,0.000206932486978853
420,430,1539,1578,0.000664603216976587
430,440,1539,1578,0.00112774978067389
440,450,1539,1578,0.00113386895359734
450,460,1539,1578,9.54433075036984e-06
420,430,1578,1579,3.76517918657155e-12
430,440,1578,1579,1.19943024743778e-11
440,450,1578,1579,1.50707898109218e-11
450,460,1578,1579,5.88298620740054e-12
410,420,1579,1579,3.66144705318704e-07
420,430,1579,1579,0.000460178827664569
430,440,1579,1579,0.00102682152414269
440,450,1579,1579,0.000980817086347522
450,460,1579,1579,0.000324177976966486
410,420,1580,1579,1.5325917014879e-11
420,430,1580,1579,6.39725516537115e-11
430,440,1580,1579,1.08469953183499e-10
440,450,1580,1579,9.44827414206806e-11
450,460,1580,1579,2.9367397881475e-11
410,420,1538,1579,2.42890716393342e-07
420,430,1538,1579,0.000120909552902393
430,440,1538,1579,0.000231289929566771
440,450,1538,1579,0.0002141407127352
450,460,1538,1579,6.77428627246356e-05
410,420,1539,1579,1.8414953580313e-11
420,430,1539,1579,5.54042561402853e-11
430,440,1539,1579,8.56017719968183e-11
440,450,1539,1579,6.82418945455636e-11
450,460,1539,1579,2.02969868535792e-11
400,410,1540,1579,6.36730002770008e-07
410,420,1540,1579,0.00085513212396803
420,430,1540,1579,0.00159478454472967
430,440,1540,1579,0.00177192968970039
440,450,1540,1579,0.00118896155862739
450,460,1540,1579,0.000309438628982208
410,420,1579,1580,2.28996824709659e-14
420,430,1579,1580,2.68432975520762e-11
430,440,1579,1580,5.42294485130008e-11
440,450,1579,1580,4.73288239814132e-11
450,460,1579,1580,2.01771555647139e-13
410,420,1580,1580,0.000498331049643953
420,430,1580,1580,0.00194007125824354
430,440,1580,1580,0.00297827264690545
440,450,1580,1580,0.00237030892783274
450,460,1580,1580,9.50291135142954e-06
400,410,1581,1580,6.25702757867e-14
410,420,1581,1580,1.3474732458907e-10
420,430,1581,1580,2.69565667262168e-10
430,440,1581,1580,3.03308554671605e-10
440,450,1581,1580,1.97017955737116e-10
450,460,1581,1580,6.89798802797587e-13
410,420,1539,1580,0.00022766325044006
420,430,1539,1580,0.000638848621699357
430,440,1539,1580,0.000893652306639234
440,450,1539,1580,0.000650930119413505
450,460,1539,1580,2.49720161285468e-06
400,410,1540,1580,1.10757867043014e-13
410,420,1540,1580,1.40662748103263e-10
420,430,1540,1580,2.44669832496416e-10
430,440,1540,1580,2.46125087507932e-10
440,450,1540,1580,1.50894940475497e-10
450,460,1540,1580,5.06547454425614e-13
400,410,1541,1580,0.000916418602603384
410,420,1541,1580,0.00314213449106037
420,430,1541,1580,0.00439170988092788
430,440,1541,1580,0.00414241915402016
440,450,1541,1580,0.00239659860242403
450,460,1541,1580,7.79553232706645e-06
410,420,1580,1581,1.12088897757282e-11
420,430,1580,1581,3.94061960456674e-11
430,440,1580,1581,5.10998779449908e-11
440,450,1580,1581,2.87370769423298e-11
400,410,1581,1581,7.81051053528312e-07
410,420,1581,1581,0.00157572192441955
420,430,1581,1581,0.00284659830322238
430,440,1581,1581,0.00270554552170246
440,450,1581,1581,0.00124181877884969
400,410,1582,1581,2.42639291736258e-11
410,420,1582,1581,1.53340945833682e-10
420,430,1582,1581,2.39909807504559e-10
430,440,1582,1581,2.11816760472541e-10
440,450,1582,1581,9.28795156517828e-11
400,410,1540,1581,5.25674321209129e-07
410,420,1540,1581,0.00062541652234815
420,430,1540,1581,0.000982364948648597
430,440,1540,1581,0.000834750898413488
440,450,1540,1581,0.000361624559977776
400,410,1541,1581,5.78708216004979e-11
410,420,1541,1581,1.85882538631241e-10
420,430,1541,1581,2.3461169051192e-10
430,440,1541,1581,1.86929836234662e-10
440,450,1541,1581,7.6419134474919e-11
390,400,1542,1581,1.4353504054046e-06
400,410,1542,1581,0.00309188928714875
410,420,1542,1581,0.00408389011577469
420,430,1542,1581,0.00366745543641983
430,440,1542,1581,0.00240179087234657
440,450,1542,1581,0.000875371896056722
400,410,1581,1582,3.17146311472381e-14
410,420,1581,1582,5.70021410349526e-11
420,430,1581,1582,8.55598121285896e-11
430,440,1581,1582,5.6889392705769e-11
440,450,1581,1582,9.25046889486593e-14
400,410,1582,1582,0.000512219547111679
410,420,1582,1582,0.00288392860213359
420,430,1582,1582,0.00374892208463904
430,440,1582,1582,0.00231553606629215
440,450,1582,1582,3.59699837925948e-06
400,410,1583,1582,1.95681798061534e-10
410,420,1583,1582,3.06608758568619e-10
420,430,1583,1582,2.73005678333808e-10
430,440,1583,1582,1.378627711747e-10
440,450,1583,1582,1.88313996555552e-13
400,410,1541,1582,0.000464499757953944
410,420,1541,1582,0.00132921669470194
420,430,1541,1582,0.00139392332915311
430,440,1541,1582,0.000776963611396003
440,450,1541,1582,1.12526093077445e-06
390,400,1542,1582,1.67079322364899e-13
400,410,1542,1582,3.30197173289612e-10
410,420,1542,1582,3.88557067706546e-10
420,430,1542,1582,2.89919652782339e-10
430,440,1542,1582,1.3282530339465e-10
440,450,1542,1582,1.71501253215078e-13
390,400,1543,1582,0.00102600626776185
400,410,1543,1582,0.00537777500863578
410,420,1543,1582,0.00574905868225181
420,430,1543,1582,0.00402817630691265
430,440,1543,1582,0.00176588589372581
440,450,1543,1582,2.19330617561223e-06
400,410,1582,1583,9.49694239875918e-12
410,420,1582,1583,4.80743953767702e-11
420,430,1582,1583,5.32178030930521e-11
430,440,1582,1583,2.33036044674808e-11
440,450,1582,1583,5.11522847380108e-17
400,410,1583,1583,0.00188622224516079
410,420,1583,1583,0.00265722701645245
420,430,1583,1583,0.00201482339059284
430,440,1583,1583,0.000721328896657436
440,450,1583,1583,1.39226584990523e-09
400,410,1584,1583,1.45537146254614e-10
410,420,1584,1583,1.93781604496872e-10
420,430,1584,1583,1.37624104939614e-10
430,440,1584,1583,4.68304086551673e-11
440,450,1584,1583,8.65881078731964e-17
390,400,1542,1583,6.55616923427484e-07
400,410,1542,1583,0.00121017063037381
410,420,1542,1583,0.00128035305269333
420,430,1542,1583,0.000813530398352826
430,440,1542,1583,0.000264239639856195
440,450,1542,1583,4.82100624282124e-10
390,400,1543,1583,5.35674578821131e-11
400,410,1543,1583,2.62240315675391e-10
410,420,1543,1583,2.52054956853474e-10
420,430,1543,1583,1.50393190566099e-10
430,440,1543,1583,4.67415771482498e-11
440,450,1543,1583,8.2033875654208e-17
390,400,1544,1583,0.00404455292172803
400,410,1544,1583,0.00341574351783626
410,420,1544,1583,0.00234972881305229
420,430,1544,1583,0.00120139964433906
430,440,1544,1583,0.000345255555372448
440,450,1544,1583,5.77948802514084e-10
400,410,1583,1584,4.82283347694576e-11
410,420,1583,1584,5.59247812620119e-11
420,430,1583,1584,2.69415541924599e-11
430,440,1583,1584,4.04970014017925e-14
400,410,1584,1584,0.00193463052239228
410,420,1584,1584,0.0021203275597502
420,430,1584,1584,0.000956742232322977
430,440,1584,1584,1.36688588913107e-06
400,410,1585,1584,9.64332358260122e-11
